#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
emperor_chinese_group;Huangdi;Huangdi;Huangdi;;Huangdi;;;;;;;;;x
job_treasurer_shinto;Kuraudo;Kuraudo;Kuraudo;;Kuraudo;;;;;;;;;x
job_spymaster_shinto;Kebiishi;Kebiishi;Kebiishi;;Kebiishi;;;;;;;;;x
job_spiritual_shinto;Meikai;Meikai;Meikai;;Meikai;;;;;;;;;x
job_spiritual_female_shinto;Meikai;Meikai;Meikai;;Meikai;;;;;;;;;x
job_chancellor_shugendo;Dajo Daijni;Dajo Daijni;Dajo Daijni;;Dajo Daijni;;;;;;;;;x
job_marshal_shugendo;Seii Taishogun;Seii Taishogun;Seii Taishogun;;Seii Taishogun;;;;;;;;;x
job_treasurer_shugendo;Kuraudo;Kuraudo;Kuraudo;;Kuraudo;;;;;;;;;x
job_spymaster_shugendo;Kebiishi;Kebiishi;Kebiishi;;Kebiishi;;;;;;;;;x
job_spiritual_shugendo;Head Yamabushi;;;;;;;;;;;;;x
job_spiritual_female_shugendo;Head Yamabushi;;;;;;;;;;;;;x
job_chancellor_koshin;Dajo Daijni;Dajo Daijni;Dajo Daijni;;Dajo Daijni;;;;;;;;;x
job_marshal_koshin;Seii Taishogun;Seii Taishogun;Seii Taishogun;;Seii Taishogun;;;;;;;;;x
job_treasurer_koshin;Kuraudo;Kuraudo;Kuraudo;;Kuraudo;;;;;;;;;x
job_spymaster_koshin;Kebiishi;Kebiishi;Kebiishi;;Kebiishi;;;;;;;;;x
job_spiritual_koshin;Court Priest;;;;;;;;;;;;;x
job_spiritual_female_koshin;Court Priestess;;;;;;;;;;;;;x
job_chancellor_japonic;Dajo Daijni;Dajo Daijni;Dajo Daijni;;Dajo Daijni;;;;;;;;;x
job_marshal_japonic;Seii Taishogun;Seii Taishogun;Seii Taishogun;;Seii Taishogun;;;;;;;;;x
job_treasurer_japonic;Kuraudo;Kuraudo;Kuraudo;;Kuraudo;;;;;;;;;x
job_spymaster_japonic;Kebiishi;Kebiishi;Kebiishi;;Kebiishi;;;;;;;;;x
job_spiritual_japonic;Meikai;Meikai;Meikai;;Meikai;;;;;;;;;x
job_spiritual_female_japonic;Meikai;Meikai;Meikai;;Meikai;;;;;;;;;x
job_chancellor_chinese_pagan;Chief Minister;Ministre en chef;Hauptminister;;Ministro jefe;;;;;;;;;x
job_marshal_chinese_pagan;Xingjun Sima;Xingjun sima;Xingjun Sima;;Xingjun Sima;;;;;;;;;x
job_treasurer_chinese_pagan;Treasurer;Trésorier;Schatzmeister;;Tesorero;;;;;;;;;x
job_spymaster_chinese_pagan;Spymaster;Maître-espion;Hofspitzel;;Jefe de espías;;;;;;;;;x
job_spiritual_chinese_pagan;Libationer;Libationneur;Libationer;;Libador;;;;;;;;;x
job_spiritual_female_chinese_pagan;Libationer;Libationneur;Libationer;;Libador;;;;;;;;;x
job_chancellor_chinese_pagan_reformed;Chief Minister;Ministre en chef;Hauptminister;;Ministro jefe;;;;;;;;;x
job_marshal_chinese_pagan_reformed;Xingjun Sima;Xingjun sima;Xingjun Sima;;Xingjun Sima;;;;;;;;;x
job_treasurer_chinese_pagan_reformed;Treasurer;Trésorier;Schatzmeister;;Tesorero;;;;;;;;;x
job_spymaster_chinese_pagan_reformed;Spymaster;Maître-espion;Hofspitzel;;Jefe de espías;;;;;;;;;x
job_spiritual_chinese_pagan_reformed;Libationer;Libationneur;Libationer;;Libador;;;;;;;;;x
job_spiritual_female_chinese_pagan_reformed;Libationer;Libationneur;Libationer;;Libador;;;;;;;;;x
job_chancellor_confucian;Chief Minister;Ministre en chef;Hauptminister;;Ministro jefe;;;;;;;;;x
job_marshal_confucian;Xingjun Sima;Xingjun sima;Xingjun Sima;;Xingjun Sima;;;;;;;;;x
job_treasurer_confucian;Treasurer;Trésorier;Schatzmeister;;Tesorero;;;;;;;;;x
job_spymaster_confucian;Spymaster;Maître-espion;Hofspitzel;;Jefe de espías;;;;;;;;;x
job_spiritual_confucian;Libationer;Libationneur;Libationer;;Libador;;;;;;;;;x
job_spiritual_female_confucian;Libationer;Libationneur;Libationer;;Libador;;;;;;;;;x
count_viet_pagan_reformed;Batuoc;Batuoc;Batuoc;;Batuoc;;;;;;;;;x
count_female_viet_pagan_reformed;Batuocphunhan;Batuocphunhan;Batuocphunhan;;Batuocphunhan;;;;;;;;;x
baron_viet_pagan_reformed;Namtuoc;Namtuoc;Namtuoc;;Namtuoc;;;;;;;;;x
baron_female_viet_pagan_reformed;Namtuocphunhan;Namtuocphunhan;Namtuocphunhan;;Namtuocphunhan;;;;;;;;;x
temple_baron_viet_pagan_reformed;Than;Than;Than;;Than;;;;;;;;;x
temple_barony_viet_pagan_reformed;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_viet_pagan_reformed;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
count_viet_pagan;Batuoc;Batuoc;Batuoc;;Batuoc;;;;;;;;;x
count_female_viet_pagan;Batuocphunhan;Batuocphunhan;Batuocphunhan;;Batuocphunhan;;;;;;;;;x
baron_viet_pagan;Namtuoc;Namtuoc;Namtuoc;;Namtuoc;;;;;;;;;x
baron_female_viet_pagan;Namtuocphunhan;Namtuocphunhan;Namtuocphunhan;;Namtuocphunhan;;;;;;;;;x
temple_baron_viet_pagan;Than;Than;Than;;Than;;;;;;;;;x
temple_barony_viet_pagan;Temple;Temple;Tempel;;Templo;;;;;;;;;x
temple_barony_of_viet_pagan;Temple of;Temple de;Tempel von;;Templo de;;;;;;;;;x
