divine_ancestry_bloodline_korean_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_ryukyuan;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_ryukyuan_desc;The divine blood of Amamikyu flows through the veins of [This.GetBestName] and [This.GetHerHis] descendants..;;;;;;;;;;;;;x
divine_ancestry_bloodline_ainu;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_ainu_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_viet;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_viet_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_sanamahi;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_sanamahi_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_dayak;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_dayak_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_melanesian;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_melanesian_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_aztec;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_aztec_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
divine_ancestry_bloodline_inca;Divine Blood of [This.GetBestName];;;;;;;;;;;;;x
divine_ancestry_bloodline_inca_desc;It is a truth unversally acknowledged that [This.GetBestName] can find one or more divinities far, far back in [This.GetHerHis] family tree.;;;;;;;;;;;;;x
### Misc bloodline-related localisation strings
CREATE_FAKE_CI_BLOODLINE;A pretender Chinese Imperial bloodline will be created;;;;;;;;;x
CREATE_REAL_CI_BLOODLINE;A Chinese Imperial bloodline will be created;;;;;;;;;x
CREATE_CI_BLOODLINE;A Chinese Imperial bloodline is created;;;;;;;;;x
no_real_chinese_bloodline;This bloodline will not be active if you possess at least one non-pretender Chinese Imperial blooldine;;;;;;;;;x
bloodline_effect_cheaper_regencies;§GBecoming the Permanent Regent§! is §Gcheaper§! and §Geasier§!;;;;;;;;;;;;;x
bloodline_effect_more_tributaries;The §GEstablish Tributary State§! CB is §Gfree§!;;;;;;;;;;;;;x
no_real_alexander_bloodline;Has not proven descent from Alexander the Great;;;;;;;;;;;;;x
targets_regent_or_regents_family;Cannot normally target the Regent or the Regents family;;;;;;;;;;;;;x
has_regency_bloodline;Has an active Regency bloodline;;;;;;;;;;;;;x
has_no_regency_bloodline;Does not have an active regency bloodline;;;;;;;;;;;;;x
bloodline_effect_cheaper_japanese_feudal;Becoming §GJapanese Feudal§! is easier;;;;;;;;;;;;;x
has_shogunate_bloodline;Has a Shogunate bloodline;;;;;;;;;;;;;x
has_regent_and_is_incapable_of_governing;Has a regent due to being unable to govern personally;;;;;;;;;;;;;x
bloodline_effect_easier_shogunate;Has an easier time becoming and remaining Shogun;;;;;;;;;;;;;x
bloodline_effect_korean_reconquest;The §GKorean Reconquest§! CB might be available;;;;;;;;;;;;;x
bloodline_effect_chinese_characters;Periodically attracts the servitude of §Gspecial Chinese characters§!;;;;;;;;;;;;;x
bloodline_effect_chinese_commanders;Periodically attracts the servitude of §GChinese strategists and siege engineers!;;;;;;;;;;;;;x
bloodline_effect_chinese_bureaucrats;Periodically attracts the servitude of §GChinese scholar-bureaucrats and master engineers§!;;;;;;;;;;;;;x
