#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_IN_001;A sufi merchant has arrived from Arabia. His ship is severely damaged and carries rare goods. His crew are divided weither it was Sea Monsters or the Ocean trade winds that caused the damage.;Le confucianisme est une religion diverse comportant quatre branches principales : le ren, le li, le zhong et le xiao. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Konfuzianismus ist eine vielfältige Religion mit vier Hauptzweigen: Ren, Li, Zhong und Xiao. Wenn Ihr konvertiert, könnt Ihr einen davon auswählen.;;El confucianismo es un religión variada con cuatro ramas principales: Ren, Li, Zhong y Xiao. Cuando te conviertes, debes elegir una.;;;;;;;;;x;;;;;;;;;;;;
EVTTITLE_IN_001;The ship;;;;;;;;;;;;;x
EVTDESC_IN_026;The ship, once prepared, sails at a good pace. It seems they undervalued their ingenunity as its mast is swallowed by the horizon.; le ren, le li, le zhong et le xiao. Lorsque vous vous convertissez, vous devez choisir une de ces branches.;Konfuzianismus ist eine vielfältige Religion mit vier Hauptzweigen: Ren, Li, Zhong und Xiao. Wenn Ihr konvertiert, könnt Ihr einen davon auswählen.;;El confucianismo es un religión variada con cuatro ramas principales: Ren, Li, Zhong y Xiao. Cuando te conviertes, debes elegir una.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_026;Good riddence!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_027;The ship, once prepared, limps out. A small child next to you claims she spots leakage. It sails out the harbor and suddenly you see panic on deck. The crew try to turn around the ship but in vain. She sinks on one end and capsizes. Sailors jump from the side and swim. You swear you see ______ calmly gripping the rudder. ;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_027;Kill anyone who makes it to shore.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_027;Buy a new ship for the survivors.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_028;The ship, once prepared, limps out. She follows the coastline. Suddenly you hear the crisp breaking of wood. The ship has hit a sand burr, in the vessels condition it breaks apart and sailors desperately swim towards the coastline. ;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_028;Kill anyone who makes it to shore.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_028;Buy a new ship for the survivors.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_029;The ship is in great condition as she follows the coastline exhibiting its speed. Suddenly the ship is drawn to the coast by a gust of wind. The crew desperately try to lower the sails but it is sucked into jagged rocks and smashed to bits. There are many causalities.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_029;I win! I win!.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_029;Buy a new ship for the survivors.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_031;Islam, the religion of the Western traders, has started taking root in this province. Conversion to Islam offers the peasants better prices with their 'Akki'. Islam is no longer a minority religion and will be the majority.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_031;Invest in public works.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_031;They are the movers and shakers.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_031;I will slay them!.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_032;You recieve a visit from the Muslim sailors who thank you for tolerating their stay. To show their gratification they present you with gifts.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_032;Thank you.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_032;I need a young lad.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_050;Your lands are doing bad and [Root.job_spiritual.GetTitledFirstName] has the solution. You are to sleep with a Naga in order to comfort the gods and bring prosperity.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_050;I will do it.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_050;Oh but so slimy.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_051;You are taught the pre-ritual by [Root.job_spiritual.GetTitledFirstName] and aren't doing a great job at memorizing. Is she really going to be a naga? You pose and [Root.job_spiritual.GetTitledFirstName] laughs. Of course sire, that is her identity.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_051;Oh-uh.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTTITLE_IN_052;The Naga;;;;;;;;;;;;;x
EVTDESC_IN_052.1;You are alone in your room and you hear an agressive hiss, your door opens and you see snakes clinging for their dear life on an advancing lady. She smiles at your discomfort as one climbs into her hair. She slowly takes her clothes off and you remind yourself you are a man. After a few false takes you complete the ceremony.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_052.2;You are alone in your room and you hear the door creak. It is a thin beauty and you make your way feeling relieved. After culminating the ceremony you ask her, over a snack of fresh fruit, what exactly makes her a naga. "Well my people are called the Naga as you know, what did you think?".;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_052.3;You are alone in your room and you hear the door creak. Your eyes widen as a maiden is carried in, she wears an impossibly thin dress and is left on the divan. On approaching her you realize she was born with one leg, yet she doesn't look befuddled as you help her undress. You are impressed by her confidence as you bring good luck to your people.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_052.4;Your head spins from the sheer amount of incense in the room, you climb onto the bed and turn around to feel a slithering on your belly. It is the Naga's scaley hands as she engulfs you. You wake up and your councilers are impressed that you performed the ceremony while asleep. You ask to see her but she left for Nagaland.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_052;Ha, Never again.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_053;It is said that your country has the most painfully spicy diet in the known world. You can't believe such arrogence so you decide to send samples by boat to the largest nations you can think of.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_053;China ought to try.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_053;The Calphate.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_053;Lets test an Indian kingdom.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_053;In fact maybe it's hunger speaking.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_053_China;You are at the Emperor's palace when a ragged man enters. [From.GetTitledFirstName] has sent a Southern chef as tribute. He is to increase the variety of the Great Emperor's palate.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_053_China;I will test it for poison;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_053_China;Not a good idea.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_054_China;While at first you were on guard, you are enjoying the nut butter when presented with a red-colored dish. You hand the former to the Emperor and without thinking you dig in and feel your tongue is lounging on hot iron.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_054_China;Water!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_054;It is reported that your Indonesian chef has died on his return voyage. However the Chinese Emperor wrote a complimentary poem: Islander peoples need not torture with iron, why a spoon full of food will put the fire in.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_054;That makes us the best!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_054.1;Your expedition ships have returned and regret they have failed to convince [From.GetTitledFirstName]. The good news is they have sold the ingredients for a handsome profit.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_054.1;All well that ends well.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_053_Caliphate;A merchant has returned from the nutmeg isles with a chef who can cook the ingredients. This could be a once in a lifetime occasion to try Eastern cuisine.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_053_Caliphate;He may serve;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_053_Caliphate;Not a good idea.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_054_Caliphate;You are enjoying cold noodle soup when a red-colored dish is brought next. Ready to impress the court you dig in and feel like your tongue is tickling a scorpian.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_054_Caliphate;Kufir!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_055;Your Indonesian chef returns looking less plump. He had been jailed for fifty-six nights after making the Calph lose taste in his tongue for a month. The Middle Easterners are stunned.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_055;We are the most spicy!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_055.1;Your expedition ships have returned and regret they have failed to convince [From.GetTitledFirstName]. The good news is they have sold the ingredients for a handsome profit.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_055.1;All well that ends well.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;


EVTDESC_IN_053_India; [From.GetTitledFirstName] has sent a chef to prepare their native dishes as a cultural exhibition. He says he wants to test what peoples retain the most spicy food. This should be interesting to say the least.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_053_India;Fine, he risked his life coming here.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_053_India;Not a good idea.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_054_India;Your courtiers watch you chew your food with a concerned look. The first meal is simular in prickliness to villager curry, but you are losing the battle as the Chef grins with his pearly teeth. You struggle to complete the rest, but you do. Your visiter presents one final gift.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_054_India;Not spicy at all!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_054_India;Please! no more;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_056;Your Indonesian chef returns. "[From.GetTitledFirstName] says our food isn't spicy. That is why the next day he peeled all the skin from his tongue. They refuse to eat anymore".;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_056;With the spice we are nice;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_057;The Sailors have returned claiming India has us beat, which seems natural given the bountiful gifts we have recieved from them.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_057;We are the most spicy in my heart;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_057;I refuse to believe;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_057;This means war!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_057.1;Your expedition ships have returned and regret they have failed to convince [From.GetTitledFirstName]. Moreso nothing we had interested them, you frown as you promise to swallow the losses.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_057.1;Drats.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;


EVTDESC_IN_058;You have decided to bridge relations with a neighbour by sending them bronze instruments.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_058;I hope they like them!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_058.1;[From.GetTitledFirstName] has sent you bronzen cymbals that resonate various tones, they seem other yet powerful in a musical way.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_058.1;This is incredible.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_058.1;Melt them down to make statues.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_058.1;This is incredible.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_059;They eagerly accept our gift and it is reported [From.GetTitledFirstName] spents many afternoons practicing the Bali style.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_059;How did they live?;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_060;It is reported they melted them down to make statues for placement in a [From.GetHouseOfWorship].;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_060;Well it could've been worse;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_061;They prefer Burmanese music and claim Southern music is uncivilized.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_061;Slaves to fashion;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;

EVTDESC_IN_062;There is one island where man doesn't live, or dare to, instead dragons roam. You hear, from a survivor, that twelve pearl divers visiting its shores were eaten.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_062;I must possess a dragon.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_062;Let that island be outside of human control.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_063;After losing three men and a captain a dragon has been caught in an iron cage, it has been fed on cattle and buffalo.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_063;Let it live in the cage.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_063;Build a park for it, outside the city.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_063;Build a park for it, outside the city. Spare no expense.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_064;You are thinking of a suitable name for your dragon.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_064;Watchful.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_064;China.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_064;Tricky.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_064;Hmm ... more creative;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_065;You are thinking of a suitable name for your dragon.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_065;Pepper.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_065;Komodo.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_065;Sunset.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_065;Hmm ... more simple.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_066.1;Watchful doesn't seem to like flying.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_066.2;China doesn't seem to like flying.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_066.3;Tricky doesn't seem to like flying.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_066.4;Pepper doesn't seem to like flying.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_066.5;Komodo doesn't seem to like flying.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_066.6;Sunset doesn't seem to like flying.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_066;You're a lame dragon!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_066;At least he can't escape!;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_066;He is a swimming type.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_066;He is a swimming and poison type.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_067.1;Watchful can kill things by breathing on them.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_067.2;When China breaths on animals they die!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_067.3;Tricky spits death on passing animals. Such majesty!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_067.4;Pepper's breath can literally kill animals.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_067.5;Komodo seems to secrete poison as an extra weapon.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_067.6;Sunset can kill animals by poison besides brute strength.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_067;That's my boy.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_067;But where is the fire?;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_067;Let's use the poison for our military.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_068.1;Watching Watchful, high up in an observation post, you realize you've found your people's animal.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_068.2;Watching China, in a protected area, you realize you've found your people's animal.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_068.3;Watching Tricky you realize you've found your people's animal.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_068.4;Watching Pepper, in a special enclosure, you realize you've found your people's animal.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_068.5;Watching Komodo you realize you've found your people's animal.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_068.6;Watching Sunset you realize you've found your peoples's animal.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_068;We are the dragon.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_068;I prefer the Buffalo.;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_068;This crippled dragon?;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_069;After some quiet months you recieve a Chinese embassay protesting your realm's animal figurehead. "China is the dragon" the vexed ambassador reports.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_069;Who do you think you are?;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_069;We are so sorry. What tribute could rectify this?;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_069;How about we sell you the dragon?;Ren, menschlichen Altruismus.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_070;The Chinese have backed down.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_070;Curse them and their invisible dragons.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_071;The Chinese have backed down and bring us the ambassador's salary to compensate.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_071;All is forgiven.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_071;Chinese mongrols!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_072_China;____________ is offering a dragon for a pet. He will ship it from the South to the middle kingdom.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_072_China;Yes, pay any price!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_072_China;If it isn't bright yellow or red I'm not interested.;Si il n'est pas jaune ou rouge je n'interest pas.;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_072_China;Lecture the court.;Donne une lecture;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_072;You wait with the ambassador for a few months. It seems forever but you recieve a message from the Imperial capital. This whole ship is filled with gold for you.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_072;Hurry!.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_072;Chinese mongrols!;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_073.1;You wait with the ambassador for a few months. It seems forever but you recieve a message from the Imperial capital. No they don't want Watchful.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_073.2;You wait with the ambassador for a few months. It seems forever but you recieve a message from the Imperial capital. No they don't want China.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_073.3;You wait with the ambassador for a few months. It seems forever but you recieve a message from the Imperial capital. No they don't want Tricky.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_073.4;You wait with the ambassador for a few months. It seems forever but you recieve a message from the Imperial capital. No they don't want Pepper.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_073.5;You wait with the ambassador for a few months. It seems forever but you recieve a message from the Imperial capital. No they don't want Komodo.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_073.6;You wait with the ambassador for a few months. It seems forever but you recieve a message from the Imperial capital. No they don't want Sunset.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_073;We don't want you either.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_073;Drats.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_074;You hear that making a wish to a dragon can result in furfilment.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTA_IN_074;I want to become a great warlord.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTB_IN_074;I want to be a sage king.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTC_IN_074;I want to have many children.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTOPTD_IN_074;I want to write a masterpiece.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_075.1;Watchful seems lonely, you feel like you need to do something as he isn't acting like his gay self.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_075.2;China just lies down like he is already dead..;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_075.3;Tricky seems to understand there are limitations to his movement and it makes him sad.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_075.4;Pepper seems really grey lately. You need to do something;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
EVTDESC_IN_075.5;Komodo keeps looking past his enclosure in a look that betrays emotion.;;Ren, el altruismo humano.;;;;;;;;;x;;;;;;;;;;;;
